symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
BTCUSDT,—,17,2021-08-20,2021-09-08,49361.927976,45979.237535,0.453344,-1576.75,-6.85,ATR
ADAUSDT,—,14,2021-08-13,2021-09-10,2.140311,2.379426,9335.101815,2189.97,11.17,ATR
ETHUSDT,—,11,2021-08-13,2021-09-10,3324.977856,3204.04671,6.006908,-765.64,-3.64,ATR
SOLUSDT,—,13,2021-08-15,2021-09-14,53.573825,158.64168,373.312688,39143.94,196.12,ATR
HBARUSDT,—,52,2021-09-14,2021-09-17,0.456665,0.425361,61364.813605,-1975.09,-6.85,ATR
ALGOUSDT,—,60,2021-09-08,2021-09-20,1.917833,1.67109,16022.570537,-4010.97,-12.87,ATR
ATOMUSDT,—,63,2021-09-12,2021-09-21,34.917912,30.404325,871.206241,-3989.17,-12.93,ATR
NEARUSDT,—,59,2021-10-25,2021-10-31,12.330857,10.141764,2117.484518,-4682.95,-17.75,ATR
CRVUSDT,—,63,2021-10-25,2021-11-02,4.801838,4.281568,5439.539314,-2879.44,-10.83,ATR
DOTUSDT,—,48,2021-11-01,2021-11-15,50.019984,44.702845,491.487687,-2659.86,-10.63,ATR
ETHUSDT,—,35,2021-10-29,2021-11-16,4422.425112,4203.44536,5.744904,-1307.57,-4.95,ATR
SOLUSDT,—,50,2021-10-22,2021-11-18,196.447032,194.717485,131.218474,-278.28,-0.88,ATR
AVAXUSDT,—,51,2021-11-04,2021-11-24,79.033176,115.06714,329.961176,11825.76,45.59,ATR
CRVUSDT,—,55,2021-11-24,2021-11-29,5.855681,4.686959,4402.734408,-5191.99,-19.96,ATR
FETUSDT,—,45,2023-02-05,2023-02-09,0.45016,0.388417,54966.358341,-3439.9,-13.72,ATR
LTCUSDT,—,31,2023-02-15,2023-02-24,102.902256,91.412675,233.778688,-2731.45,-11.17,ATR
INJUSDT,—,33,2023-04-03,2023-04-20,5.8797,7.894141,3998.60723,7999.88,34.26,ATR
TRXUSDT,—,43,2023-05-20,2023-06-01,0.072628,0.074658,345720.240514,650.82,2.79,ATR
TRXUSDT,—,58,2023-06-02,2023-06-05,0.082726,0.078203,305091.310927,-1429.21,-5.47,ATR
