symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
BTCUSDT,—,53,2025-07-09,2025-07-20,111322.977192,117206.48744,0.089739,507.47,5.29,PARTIAL
XRPUSDT,—,16,2025-07-16,2025-07-23,3.04043,3.182208,3328.158944,451.15,4.66,PARTIAL
BCHUSDT,—,43,2025-07-20,2025-07-23,548.4384,511.9439,18.900879,-709.82,-6.65,PARTIAL
BNBUSDT,—,48,2025-07-22,2025-07-30,787.309344,793.113245,13.168585,55.62,0.74,PARTIAL
BTCUSDT,—,53,2025-07-09,2025-07-31,111322.977192,115590.43388,0.089739,362.59,3.83,EMA21
XRPUSDT,—,16,2025-07-16,2025-07-31,3.04043,3.017866,3328.158944,-95.26,-0.74,EMA21
BCHUSDT,—,43,2025-07-20,2025-08-01,548.4384,535.3957,18.900879,-267.0,-2.38,EMA21
BNBUSDT,—,48,2025-07-22,2025-08-01,787.309344,755.94438,13.168585,-433.35,-3.98,EMA21
TRXUSDT,—,39,2025-07-29,2025-08-01,0.338771,0.323238,30034.619654,-486.4,-4.58,PARTIAL
LTCUSDT,—,41,2025-08-12,2025-08-14,130.564368,121.229355,78.629837,-753.81,-7.15,PARTIAL
PENDLEUSDT,—,16,2025-08-09,2025-08-15,5.675537,5.283357,1768.53188,-712.96,-6.91,PARTIAL
BCHUSDT,—,51,2025-08-12,2025-08-16,619.29504,587.00635,16.583287,-555.46,-5.21,PARTIAL
ETHUSDT,—,70,2025-08-08,2025-08-18,4012.7076,4310.833505,2.473303,716.77,7.43,PARTIAL
BCHUSDT,—,51,2025-08-12,2025-08-18,619.29504,567.9468,16.583287,-871.21,-8.29,EMA21
LTCUSDT,—,41,2025-08-12,2025-08-18,130.564368,117.593345,78.629837,-1039.42,-9.93,EMA21
ETHUSDT,—,70,2025-08-08,2025-08-19,4012.7076,4069.476615,2.473303,120.42,1.41,EMA21
TRXUSDT,—,39,2025-07-29,2025-08-25,0.338771,0.341187,30034.619654,52.16,0.71,EMA21
PENDLEUSDT,—,16,2025-08-09,2025-08-25,5.675537,5.135286,1768.53188,-974.57,-9.52,EMA21
ETHUSDT,—,76,2025-08-22,2025-08-25,4835.935656,4373.99191,2.013622,-948.73,-9.55,PARTIAL
BNBUSDT,—,64,2025-08-22,2025-08-25,900.930168,838.90034,10.804663,-689.01,-6.89,PARTIAL
ETHUSDT,—,76,2025-08-22,2025-08-29,4835.935656,4353.63973,2.013622,-989.67,-9.97,EMA21
BNBUSDT,—,64,2025-08-22,2025-09-01,900.930168,844.41148,10.804663,-629.52,-6.27,EMA21
PAXGUSDT,—,50,2025-08-29,2025-09-18,3464.609472,3643.41738,2.661777,457.03,5.16,PARTIAL
SOLUSDT,—,52,2025-09-10,2025-09-21,224.249256,236.04192,41.446885,469.69,5.26,PARTIAL
SOLUSDT,—,52,2025-09-10,2025-09-22,224.249256,220.04943,41.446885,-192.48,-1.87,EMA21
BNBUSDT,—,78,2025-09-12,2025-09-25,925.53984,945.42705,10.200445,183.77,2.15,PARTIAL
BNBUSDT,—,78,2025-09-12,2025-09-25,925.53984,944.48115,10.200445,174.13,2.05,EMA21
ZECUSDT,—,47,2025-09-29,2025-10-07,72.117648,127.19637,130.506619,7162.13,76.37,PARTIAL
BTCUSDT,—,45,2025-10-01,2025-10-10,118689.865992,112718.11275,0.090018,-558.4,-5.03,PARTIAL
BTCUSDT,—,45,2025-10-01,2025-10-10,118689.865992,112605.33825,0.090018,-568.54,-5.13,EMA21
BNBUSDT,—,71,2025-10-02,2025-10-10,1091.092176,1101.918765,10.073538,86.97,0.99,PARTIAL
BNBUSDT,—,71,2025-10-02,2025-10-10,1091.092176,1100.816295,10.073538,75.88,0.89,EMA21
CAKEUSDT,—,51,2025-10-07,2025-10-10,4.371494,2.849574,2598.345856,-3973.24,-34.81,PARTIAL
CAKEUSDT,—,51,2025-10-07,2025-10-10,4.371494,2.846724,2598.345856,-3980.64,-34.88,EMA21
PAXGUSDT,—,50,2025-08-29,2025-10-22,3464.609472,4085.64233,2.661777,1632.95,17.93,EMA21
DASHUSDT,—,57,2025-11-01,2025-11-08,73.768968,81.49923,186.130281,1409.94,10.48,PARTIAL
DASHUSDT,—,57,2025-11-01,2025-11-10,73.768968,72.59095,186.130281,-246.51,-1.6,EMA21
ZECUSDT,—,47,2025-09-29,2025-11-22,72.117648,517.223,130.506619,58012.28,617.19,EMA21
