symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
GLW,—,82,2025-09-18,2025-11-04,79.68,85.08,69.7155,375.11,6.77,A:EMA21
CAT,XLI,64,2025-10-14,2025-11-04,527.89,546.76,21.8781,411.27,3.57,B:ATR2.5x
LRCX,SMH,83,2025-10-29,2025-11-04,160.8,155.55,37.9365,-200.5,-3.27,A:EMA8
WBD,—,72,2025-10-21,2025-11-12,20.35,22.16,285.9677,516.48,8.9,A:EMA8
GLW,—,82,2025-09-18,2025-11-13,79.68,82.24,139.431,354.43,3.2,B:ATR2.5x
LRCX,SMH,83,2025-10-29,2025-11-13,160.8,153.09,37.9365,-293.68,-4.79,A:EMA21
LRCX,SMH,83,2025-10-29,2025-11-14,160.8,148.04,75.873,-969.71,-7.94,B:ATR2.5x
CAT,XLI,64,2025-10-14,2025-11-18,527.89,546.06,10.9391,197.49,3.44,A:EMA21
MU,SMH,67,2025-10-03,2025-11-19,187.98,225.58,32.2339,1210.77,20.0,A:EMA21
MU,SMH,67,2025-10-03,2025-11-20,187.98,201.07,64.4679,842.23,6.96,B:ATR2.5x
VLO,—,67,2025-11-18,2025-11-20,185.58,170.56,32.5705,-490.28,-8.09,A:EMA8
VLO,—,67,2025-11-18,2025-11-20,185.58,170.56,32.5705,-490.28,-8.09,A:EMA21
LLY,XLV,68,2025-11-13,2025-12-01,1023.69,1056.3,5.8695,190.18,3.19,A:EMA8
LLY,XLV,68,2025-11-13,2025-12-03,1023.69,1032.01,11.7391,96.19,0.81,B:ATR2.5x
WELL,—,61,2025-11-14,2025-12-03,193.98,201.62,31.3263,238.15,3.94,A:EMA8
UHS,—,69,2025-11-21,2025-12-03,232.11,229.8,25.3564,-59.59,-0.99,A:EMA8
UHS,—,69,2025-11-21,2025-12-03,232.11,229.8,25.3564,-59.59,-0.99,A:EMA21
LLY,XLV,68,2025-11-13,2025-12-05,1023.69,1008.79,5.8695,-88.67,-1.45,A:EMA21
UHS,—,69,2025-11-21,2025-12-08,232.11,225.79,50.7129,-321.74,-2.72,B:ATR2.5x
WELL,—,61,2025-11-14,2025-12-09,193.98,195.51,31.3263,46.72,0.79,A:EMA21
WELL,—,61,2025-11-14,2025-12-09,193.98,195.51,62.6526,94.44,0.79,B:ATR2.5x
VLO,—,67,2025-11-18,2025-12-12,185.58,168.05,65.141,-1143.47,-9.45,B:ATR2.5x
CAT,XLI,77,2025-12-05,2025-12-12,603.65,596.99,9.9307,-67.38,-1.1,A:EMA8
CAT,XLI,77,2025-12-05,2025-12-17,603.65,561.05,9.9307,-424.35,-7.06,A:EMA21
CAT,XLI,77,2025-12-05,2025-12-17,603.65,561.05,19.8614,-847.7,-7.06,B:ATR2.5x
GS,XLF,56,2025-12-08,2025-12-17,867.38,871.02,6.9154,23.91,0.42,A:EMA8
WBD,—,72,2025-10-21,2025-12-18,20.35,27.57,571.9353,4129.2,35.5,B:ATR2.5x
JNJ,XLV,68,2025-12-12,2025-12-18,211.75,208.0,29.0949,-110.41,-1.77,A:EMA8
JNJ,XLV,68,2025-12-12,2025-12-23,211.75,205.47,58.1899,-366.81,-2.96,B:ATR2.5x
GM,—,73,2025-12-09,2025-12-31,77.22,81.2,78.1034,309.31,5.15,A:EMA8
DG,—,62,2025-12-17,2025-12-31,137.08,132.57,43.7232,-198.39,-3.29,A:EMA8
JNJ,XLV,68,2025-12-12,2026-01-05,211.75,204.0,29.0949,-226.61,-3.66,A:EMA21
GM,—,73,2025-12-09,2026-01-14,77.22,81.11,78.1034,302.29,5.03,A:EMA21
WBD,—,72,2025-10-21,2026-01-20,20.35,28.2,285.9677,2243.99,38.59,A:EMA21
GM,—,73,2025-12-09,2026-01-20,77.22,77.69,156.2068,72.16,0.61,B:ATR2.5x
TER,—,79,2026-01-05,2026-01-20,219.68,223.64,27.6205,108.36,1.81,A:EMA8
GS,XLF,56,2025-12-08,2026-01-23,867.38,917.5,6.9154,345.34,5.78,A:EMA21
GS,XLF,56,2025-12-08,2026-01-23,867.38,917.5,13.8308,691.68,5.78,B:ATR2.5x
DG,—,62,2025-12-17,2026-01-29,137.08,141.57,43.7232,194.97,3.27,A:EMA21
DG,—,62,2025-12-17,2026-01-29,137.08,141.57,87.4464,390.94,3.27,B:ATR2.5x
MNST,—,66,2026-01-20,2026-01-29,81.54,79.92,74.5628,-121.69,-1.98,A:EMA8
NEM,—,71,2026-01-20,2026-01-30,119.04,112.18,51.0817,-351.35,-5.76,A:EMA8
NEM,—,71,2026-01-20,2026-01-30,119.04,112.18,51.0817,-351.35,-5.76,A:EMA21
NEM,—,71,2026-01-20,2026-01-30,119.04,112.18,102.1634,-701.69,-5.76,B:ATR2.5x
MU,SMH,70,2026-01-23,2026-02-04,399.97,378.83,15.3455,-325.64,-5.29,A:EMA8
MU,SMH,70,2026-01-23,2026-02-04,399.97,378.83,30.6911,-650.27,-5.29,B:ATR2.5x
MNST,—,66,2026-01-20,2026-02-10,81.54,80.05,74.5628,-112.01,-1.82,A:EMA21
MU,SMH,70,2026-01-23,2026-02-10,399.97,372.69,15.3455,-419.87,-6.82,A:EMA21
LUV,—,83,2026-01-29,2026-02-11,48.54,51.35,129.8647,364.2,5.8,A:EMA8
LUV,—,83,2026-01-29,2026-02-25,48.54,49.82,129.8647,164.5,2.63,A:EMA21
LUV,—,83,2026-01-29,2026-02-25,48.54,49.82,259.7294,330.01,2.63,B:ATR2.5x
VTRS,—,72,2026-02-10,2026-02-26,15.96,15.23,407.6334,-301.12,-4.61,A:EMA8
VTRS,—,72,2026-02-10,2026-02-26,15.96,15.23,815.2668,-601.24,-4.61,B:ATR2.5x
VTRS,—,72,2026-02-10,2026-02-27,15.96,14.91,407.6334,-431.37,-6.61,A:EMA21
MNST,—,66,2026-01-20,2026-03-02,81.54,80.94,149.1257,-90.49,-0.73,B:ATR2.5x
FDX,—,74,2026-01-30,2026-03-03,259.7,307.58,23.2008,1109.61,18.44,A:EMA8
AMAT,SMH,79,2026-02-25,2026-03-03,395.27,350.79,16.8664,-751.35,-11.25,A:EMA8
AMAT,SMH,79,2026-02-25,2026-03-03,395.27,350.79,16.8664,-751.35,-11.25,A:EMA21
AMAT,SMH,79,2026-02-25,2026-03-03,395.27,350.79,33.7328,-1501.7,-11.25,B:ATR2.5x
MCK,—,71,2026-03-03,2026-03-05,996.49,929.95,6.3112,-421.16,-6.68,A:EMA8
MCK,—,71,2026-03-03,2026-03-05,996.49,929.95,6.3112,-421.16,-6.68,A:EMA21
MCK,—,71,2026-03-03,2026-03-05,996.49,929.95,12.6224,-841.31,-6.68,B:ATR2.5x
TER,—,79,2026-01-05,2026-03-06,219.68,272.64,27.6205,1461.67,24.11,A:EMA21
TER,—,79,2026-01-05,2026-03-06,219.68,272.64,55.241,2924.33,24.11,B:ATR2.5x
FDX,—,74,2026-01-30,2026-03-06,259.7,288.74,23.2008,672.47,11.18,A:EMA21
FDX,—,74,2026-01-30,2026-03-06,259.7,288.74,46.4016,1345.94,11.18,B:ATR2.5x
