symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
BTCUSDT,—,35,2023-06-21,2023-07-05,30017.885112,30459.052785,0.166401,63.35,1.47,A:EMA8
XLMUSDT,—,14,2023-06-30,2023-07-05,0.110789,0.100449,56319.63569,-594.21,-9.33,A:EMA8
LTCUSDT,—,27,2023-06-30,2023-07-06,108.78696,95.107125,57.376503,-796.6,-12.57,A:EMA8
LTCUSDT,—,27,2023-06-30,2023-07-06,108.78696,95.107125,114.753006,-1593.2,-12.57,B:ATR2.5x
XLMUSDT,—,14,2023-06-30,2023-07-06,0.110789,0.095856,56319.63569,-852.63,-13.48,A:EMA21
XLMUSDT,—,14,2023-06-30,2023-07-06,0.110789,0.095856,112639.27138,-1705.27,-13.48,B:ATR2.5x
BCHUSDT,—,9,2023-06-21,2023-07-09,136.00872,265.2016,36.71242,4728.25,94.99,A:EMA8
BCHUSDT,—,9,2023-06-21,2023-07-09,136.00872,265.2016,73.42484,9456.51,94.99,B:ATR2.5x
LTCUSDT,—,27,2023-06-30,2023-07-14,108.78696,94.987305,57.376503,-803.47,-12.69,A:EMA21
BCHUSDT,—,9,2023-06-21,2023-07-16,136.00872,249.52515,36.71242,4153.31,83.46,A:EMA21
BTCUSDT,—,35,2023-06-21,2023-07-17,30017.885112,30092.793,0.166401,2.46,0.25,A:EMA21
BTCUSDT,—,35,2023-06-21,2023-07-22,30017.885112,29749.309,0.332802,-109.27,-0.89,B:ATR2.5x
XRPUSDT,—,45,2023-07-13,2023-07-22,0.815952,0.732,6982.477224,-597.0,-10.29,A:EMA8
INJUSDT,—,46,2023-07-14,2023-07-22,9.453557,8.603076,565.165585,-490.87,-9.0,A:EMA8
XRPUSDT,—,45,2023-07-13,2023-07-24,0.815952,0.701047,13964.954449,-1625.83,-14.08,B:ATR2.5x
XLMUSDT,—,44,2023-07-13,2023-07-24,0.155324,0.145382,36667.31342,-375.59,-6.4,A:EMA8
INJUSDT,—,46,2023-07-14,2023-07-24,9.453557,8.143766,565.165585,-750.19,-13.86,A:EMA21
INJUSDT,—,46,2023-07-14,2023-07-24,9.453557,8.143766,1130.331171,-1500.39,-13.86,B:ATR2.5x
XLMUSDT,—,44,2023-07-13,2023-07-25,0.155324,0.144683,73334.62684,-802.39,-6.85,B:ATR2.5x
LINKUSDT,—,16,2023-07-20,2023-07-25,8.367689,7.380912,669.239632,-670.93,-11.79,A:EMA8
XRPUSDT,—,45,2023-07-13,2023-08-02,0.815952,0.683973,6982.477224,-932.02,-16.17,A:EMA21
LINKUSDT,—,16,2023-07-20,2023-08-02,8.367689,7.339974,669.239632,-698.3,-12.28,A:EMA21
LINKUSDT,—,16,2023-07-20,2023-08-02,8.367689,7.339974,1338.479265,-1396.6,-12.28,B:ATR2.5x
XLMUSDT,—,44,2023-07-13,2023-08-03,0.155324,0.138792,36667.31342,-616.99,-10.64,A:EMA21
SOLUSDT,—,24,2023-10-21,2023-11-03,29.343456,39.390825,345.406733,3446.69,34.24,B:ATR2.5x
LINKUSDT,—,42,2023-10-21,2023-11-13,8.921131,14.336463,568.261589,3064.11,60.7,A:EMA8
INJUSDT,—,23,2023-10-22,2023-11-13,9.235382,15.386885,563.209006,3450.71,66.61,A:EMA8
BTCUSDT,—,28,2023-10-23,2023-11-14,33096.445992,35497.863215,0.167373,390.45,7.26,A:EMA8
XRPUSDT,—,13,2023-11-06,2023-11-14,0.715372,0.628656,9578.979367,-843.53,-12.12,A:EMA8
XRPUSDT,—,13,2023-11-06,2023-11-14,0.715372,0.628656,19157.958733,-1687.05,-12.12,B:ATR2.5x
XRPUSDT,—,13,2023-11-06,2023-11-16,0.715372,0.610982,9578.979367,-1012.65,-14.59,A:EMA21
SOLUSDT,—,24,2023-10-21,2023-11-20,29.343456,56.485145,172.703366,4672.64,92.5,A:EMA8
LINKUSDT,—,42,2023-10-21,2023-11-21,8.921131,13.338962,568.261589,2497.83,49.52,A:EMA21
LINKUSDT,—,42,2023-10-21,2023-11-21,8.921131,13.338962,1136.523179,4995.67,49.52,B:ATR2.5x
INJUSDT,—,23,2023-10-22,2023-11-21,9.235382,14.180697,563.209006,2772.06,53.55,A:EMA21
INJUSDT,—,23,2023-10-22,2023-11-21,9.235382,14.180697,1126.418012,5544.12,53.55,B:ATR2.5x
BTCUSDT,—,28,2023-10-23,2023-11-21,33096.445992,35688.037525,0.167373,422.25,7.83,A:EMA21
FETUSDT,—,46,2023-11-19,2023-11-21,0.4999,0.459709,14411.060598,-593.01,-8.04,A:EMA8
LDOUSDT,—,33,2023-11-22,2023-11-27,2.617092,2.360454,2587.994063,-677.06,-9.81,A:EMA8
LDOUSDT,—,33,2023-11-22,2023-11-29,2.617092,2.257609,2587.994063,-942.96,-13.74,A:EMA21
FETUSDT,—,46,2023-11-19,2023-12-06,0.4999,0.503743,14411.060598,40.93,0.77,A:EMA21
LUNCUSDT,—,52,2023-12-03,2023-12-07,0.000197,0.0002,69141146.504918,166.22,1.42,B:ATR2.5x
LUNCUSDT,—,52,2023-12-03,2023-12-09,0.000197,0.000179,34570573.252459,-644.85,-9.26,A:EMA8
LDOUSDT,—,33,2023-11-22,2023-12-15,2.617092,2.1298,5175.988126,-2546.78,-18.62,B:ATR2.5x
LUNCUSDT,—,52,2023-12-03,2023-12-17,0.000197,0.000162,34570573.252459,-1245.91,-18.08,A:EMA21
ICPUSDT,—,45,2023-12-15,2023-12-19,7.204759,9.262086,1916.213063,3910.72,28.56,B:ATR2.5x
ICPUSDT,—,45,2023-12-15,2023-12-26,7.204759,9.228137,958.106532,1922.87,28.08,A:EMA8
INJUSDT,—,62,2023-12-18,2023-12-26,36.910505,38.735809,202.540289,354.38,4.95,A:EMA8
INJUSDT,—,62,2023-12-18,2024-01-03,36.910505,34.117746,202.540289,-580.03,-7.57,A:EMA21
SOLUSDT,—,24,2023-10-21,2024-01-06,29.343456,93.629345,172.703366,11081.15,219.08,A:EMA21
BTCUSDT,—,28,2023-10-23,2024-01-12,33096.445992,42718.555905,0.334746,3195.58,29.07,B:ATR2.5x
LDOUSDT,—,39,2024-01-09,2024-01-13,3.641911,3.34797,2118.62074,-637.56,-8.07,A:EMA8
FETUSDT,—,46,2023-11-19,2024-01-18,0.4999,0.618171,28822.121196,3376.62,23.66,B:ATR2.5x
ICPUSDT,—,45,2023-12-15,2024-01-18,7.204759,11.467772,958.106532,4066.53,59.17,A:EMA21
LDOUSDT,—,39,2024-01-09,2024-01-18,3.641911,3.024456,2118.62074,-1322.28,-16.95,A:EMA21
LDOUSDT,—,39,2024-01-09,2024-01-18,3.641911,3.024456,4237.24148,-2644.55,-16.95,B:ATR2.5x
INJUSDT,—,62,2023-12-18,2024-01-22,36.910505,33.82918,405.080579,-1276.84,-8.35,B:ATR2.5x
LINKUSDT,—,24,2024-02-02,2024-02-16,17.842262,19.521674,403.71701,662.92,9.41,A:EMA8
SOLUSDT,—,38,2024-02-12,2024-02-17,111.729312,108.75662,67.019929,-214.01,-2.66,A:EMA8
LINKUSDT,—,24,2024-02-02,2024-02-21,17.842262,18.566109,403.71701,277.53,4.06,A:EMA21
SOLUSDT,—,38,2024-02-12,2024-02-21,111.729312,104.872455,67.019929,-474.06,-6.14,A:EMA21
LINKUSDT,—,24,2024-02-02,2024-02-22,17.842262,18.093818,807.43402,174.1,1.41,B:ATR2.5x
BTCUSDT,—,40,2024-02-12,2024-02-22,49957.203816,51211.48737,0.149944,172.9,2.51,A:EMA8
SOLUSDT,—,38,2024-02-12,2024-02-22,111.729312,101.60736,134.039859,-1385.34,-9.06,B:ATR2.5x
FILUSDT,—,28,2024-02-22,2024-02-27,8.074454,7.6555,935.423926,-406.61,-5.19,A:EMA8
TRXUSDT,—,63,2024-02-04,2024-03-04,0.118525,0.14005,60973.348926,1296.68,18.16,A:EMA8
TRXUSDT,—,63,2024-02-04,2024-03-05,0.118525,0.135646,60973.348926,1028.46,14.45,A:EMA21
TRXUSDT,—,63,2024-02-04,2024-03-05,0.118525,0.135646,121946.697851,2056.91,14.45,B:ATR2.5x
CHZUSDT,—,32,2024-02-16,2024-03-05,0.118084,0.135217,63975.664747,1079.86,14.51,A:EMA8
BNBUSDT,—,57,2024-02-22,2024-03-05,382.90608,393.50885,19.732657,193.9,2.77,A:EMA8
CHZUSDT,—,32,2024-02-16,2024-03-16,0.118084,0.13311,63975.664747,945.21,12.72,A:EMA21
FILUSDT,—,28,2024-02-22,2024-03-16,8.074454,8.822746,935.423926,684.16,9.27,A:EMA21
FILUSDT,—,28,2024-02-22,2024-03-16,8.074454,8.822746,1870.847851,1368.33,9.27,B:ATR2.5x
FETUSDT,—,61,2024-03-06,2024-03-16,2.429942,2.418667,3493.314509,-56.33,-0.46,A:EMA8
BTCUSDT,—,40,2024-02-12,2024-03-19,49957.203816,61844.4939,0.149944,1765.66,23.79,A:EMA21
BTCUSDT,—,40,2024-02-12,2024-03-19,49957.203816,61844.4939,0.299888,3531.33,23.79,B:ATR2.5x
CHZUSDT,—,32,2024-02-16,2024-03-19,0.118084,0.120489,127951.329495,277.15,2.04,B:ATR2.5x
BNBUSDT,—,57,2024-02-22,2024-03-19,382.90608,506.93845,39.465313,4859.86,32.39,B:ATR2.5x
SOLUSDT,—,45,2024-03-17,2024-03-19,202.021488,169.56527,43.940594,-1442.47,-16.07,A:EMA8
SOLUSDT,—,45,2024-03-17,2024-03-19,202.021488,169.56527,87.881189,-2884.95,-16.07,B:ATR2.5x
APTUSDT,—,50,2024-03-25,2024-03-30,17.347967,16.583088,469.80781,-375.29,-4.41,A:EMA8
BNBUSDT,—,57,2024-02-22,2024-04-02,382.90608,550.5729,19.732657,3290.09,43.79,A:EMA21
FETUSDT,—,61,2024-03-06,2024-04-02,2.429942,2.665995,3493.314509,806.8,9.71,A:EMA21
DEXEUSDT,—,46,2024-03-22,2024-04-02,13.515804,13.712401,590.771412,100.06,1.45,A:EMA8
APTUSDT,—,50,2024-03-25,2024-04-02,17.347967,14.679048,469.80781,-1268.93,-15.38,A:EMA21
APTUSDT,—,50,2024-03-25,2024-04-02,17.347967,14.679048,939.615621,-2537.85,-15.38,B:ATR2.5x
FETUSDT,—,61,2024-03-06,2024-04-03,2.429942,2.57633,6986.629018,987.78,6.02,B:ATR2.5x
SOLUSDT,—,45,2024-03-17,2024-04-05,202.021488,174.108445,43.940594,-1243.04,-13.82,A:EMA21
DEXEUSDT,—,46,2024-03-22,2024-04-12,13.515804,13.416844,590.771412,-74.37,-0.73,A:EMA21
DEXEUSDT,—,46,2024-03-22,2024-04-12,13.515804,13.416844,1181.542825,-148.75,-0.73,B:ATR2.5x
HBARUSDT,—,25,2024-04-23,2024-04-24,0.156425,0.124613,100430.943761,-3223.16,-20.34,B:ATR2.5x
HBARUSDT,—,25,2024-04-23,2024-04-27,0.156425,0.10634,50215.471881,-2528.23,-32.02,A:EMA8
HBARUSDT,—,25,2024-04-23,2024-04-29,0.156425,0.103045,50215.471881,-2693.52,-34.12,A:EMA21
NEARUSDT,—,24,2024-05-15,2024-05-21,8.058442,7.807272,922.403363,-246.31,-3.12,A:EMA8
ARUSDT,—,49,2024-05-17,2024-05-21,47.623068,44.286471,155.968466,-534.74,-7.01,A:EMA8
ARUSDT,—,49,2024-05-17,2024-05-23,47.623068,41.113238,155.968466,-1029.17,-13.67,A:EMA21
ARUSDT,—,49,2024-05-17,2024-05-26,47.623068,38.376349,311.936933,-2911.22,-19.42,B:ATR2.5x
BTCUSDT,—,34,2024-05-20,2024-05-28,71503.777296,68295.792415,0.10447,-349.74,-4.49,A:EMA8
NEARUSDT,—,24,2024-05-15,2024-05-29,8.058442,7.574621,922.403363,-460.7,-6.0,A:EMA21
PEPEUSDT,—,60,2024-05-21,2024-05-29,1.4e-05,1.5e-05,523611781.464908,449.36,6.4,A:EMA8
FLOKIUSDT,—,9,2024-05-27,2024-05-30,0.000278,0.000248,26810838.278721,-824.98,-10.88,A:EMA8
NEARUSDT,—,24,2024-05-15,2024-06-02,8.058442,7.181212,1844.806727,-1646.43,-10.89,B:ATR2.5x
FLOKIUSDT,—,9,2024-05-27,2024-06-02,0.000278,0.000243,53621676.557442,-1882.63,-12.44,B:ATR2.5x
PEPEUSDT,—,60,2024-05-21,2024-06-07,1.4e-05,1.3e-05,523611781.464908,-584.8,-7.87,A:EMA21
PEPEUSDT,—,60,2024-05-21,2024-06-07,1.4e-05,1.3e-05,1047223562.929817,-1169.6,-7.87,B:ATR2.5x
ETHUSDT,—,15,2024-05-21,2024-06-07,3792.63168,3672.80252,1.911595,-243.34,-3.16,A:EMA8
ETHUSDT,—,15,2024-05-21,2024-06-10,3792.63168,3662.348225,1.911595,-263.3,-3.44,A:EMA21
BNBUSDT,—,52,2024-06-04,2024-06-10,686.24856,624.16235,10.219207,-647.86,-9.05,A:EMA8
BNBUSDT,—,52,2024-06-04,2024-06-10,686.24856,624.16235,10.219207,-647.86,-9.05,A:EMA21
BNBUSDT,—,52,2024-06-04,2024-06-10,686.24856,624.16235,20.438413,-1295.73,-9.05,B:ATR2.5x
BTCUSDT,—,34,2024-05-20,2024-06-11,71503.777296,67213.26864,0.10447,-462.72,-6.0,A:EMA21
ETHUSDT,—,15,2024-05-21,2024-06-11,3792.63168,3492.084005,3.823191,-1176.9,-7.92,B:ATR2.5x
FLOKIUSDT,—,9,2024-05-27,2024-06-11,0.000278,0.000236,26810838.278721,-1137.61,-15.08,A:EMA21
BTCUSDT,—,34,2024-05-20,2024-06-14,71503.777296,65944.924015,0.20894,-1190.19,-7.77,B:ATR2.5x
TRXUSDT,—,38,2024-06-29,2024-07-07,0.12563,0.124473,51907.985731,-73.06,-0.92,A:EMA8
TRXUSDT,—,38,2024-06-29,2024-07-17,0.12563,0.13338,103815.971461,777.6,6.17,B:ATR2.5x
