symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
WM,—,67,2026-03-05,2026-03-10,246.29,235.42,2.0281,-23.53,-4.41,PARTIAL
WM,—,67,2026-03-05,2026-03-10,246.29,235.19,2.0281,-24.01,-4.51,EMA21
QSR,—,55,2026-03-06,2026-03-10,74.04,71.96,6.7464,-15.5,-2.8,PARTIAL
TGT,—,66,2026-03-03,2026-03-11,120.9,118.72,4.1316,-10.49,-1.8,PARTIAL
TGT,—,66,2026-03-03,2026-03-12,120.9,115.58,4.1316,-23.48,-4.4,EMA21
LMT,XLI,78,2026-02-19,2026-03-13,667.04,645.03,0.7488,-17.98,-3.3,EMA21
NOC,—,68,2026-02-19,2026-03-17,737.46,722.94,0.6773,-11.33,-1.97,EMA21
WMB,—,69,2026-02-25,2026-03-18,74.03,72.69,6.7473,-10.53,-1.81,EMA21
VZ,XLC,73,2026-03-03,2026-03-18,50.91,49.52,9.8113,-15.19,-2.74,EMA21
EQT,—,63,2026-03-11,2026-03-18,63.88,63.49,7.8192,-4.57,-0.61,PARTIAL
LNT,—,65,2026-03-13,2026-03-18,72.85,71.72,6.8567,-9.21,-1.54,PARTIAL
DELL,XLK,37,2026-03-16,2026-03-18,156.67,149.14,3.1883,-25.51,-4.81,PARTIAL
PNW,—,65,2026-03-03,2026-03-19,102.08,99.92,4.8931,-12.08,-2.12,EMA21
LNT,—,65,2026-03-13,2026-03-20,72.85,68.61,6.8567,-30.58,-5.82,EMA21
MU,SMH,80,2026-03-17,2026-03-20,462.06,422.69,1.081,-44.06,-8.52,PARTIAL
DOW,—,77,2026-03-12,2026-03-23,37.61,36.02,13.281,-22.59,-4.22,PARTIAL
LYB,—,70,2026-03-12,2026-03-23,74.39,71.43,6.7147,-21.34,-3.97,PARTIAL
MU,SMH,80,2026-03-17,2026-03-23,462.06,403.74,1.081,-64.54,-12.62,EMA21
WDC,—,75,2026-03-17,2026-03-26,314.06,273.21,1.5905,-66.47,-13.01,PARTIAL
WDC,—,75,2026-03-17,2026-03-26,314.06,272.94,1.5905,-66.9,-13.09,EMA21
QSR,—,55,2026-03-06,2026-03-27,74.04,71.31,6.7464,-19.89,-3.68,EMA21
EQT,—,63,2026-03-11,2026-03-31,63.88,63.54,7.8192,-4.13,-0.53,EMA21
CVX,XLE,62,2026-01-30,2026-04-01,177.04,197.11,2.8214,55.13,11.34,EMA21
PSX,—,64,2026-03-04,2026-04-01,164.85,175.55,3.03,30.92,6.49,PARTIAL
OXY,—,73,2026-03-12,2026-04-01,58.46,62.2,8.5448,30.48,6.4,PARTIAL
MPC,—,57,2026-03-12,2026-04-01,230.27,238.04,2.1692,15.35,3.37,PARTIAL
COP,XLE,72,2026-03-17,2026-04-01,122.97,128.32,4.062,20.22,4.35,PARTIAL
