symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
TRXUSDT,—,38,2024-06-29,2024-07-07,0.12563,0.124598,79519.034259,-102.02,-0.82,PARTIAL
TRXUSDT,—,38,2024-06-29,2024-07-30,0.12563,0.132801,79519.034259,549.61,5.71,EMA21
SOLUSDT,—,7,2024-07-21,2024-07-31,184.637592,171.624145,54.418876,-727.56,-7.05,PARTIAL
SOLUSDT,—,7,2024-07-21,2024-08-01,184.637592,167.118945,54.418876,-972.49,-9.49,EMA21
PAXGUSDT,—,47,2024-09-24,2024-09-30,2654.1216,2634.682,3.716819,-91.91,-0.73,PARTIAL
PAXGUSDT,—,47,2024-09-24,2024-10-08,2654.1216,2629.0505,3.716819,-112.82,-0.94,EMA21
PAXGUSDT,—,38,2024-10-22,2024-10-31,2762.208,2752.623,3.563973,-53.82,-0.35,PARTIAL
PAXGUSDT,—,38,2024-10-22,2024-11-06,2762.208,2650.019,3.563973,-419.13,-4.06,EMA21
ZECUSDT,—,33,2024-11-06,2024-11-12,43.274592,41.95901,226.314473,-317.02,-3.04,PARTIAL
ZECUSDT,—,33,2024-11-06,2024-11-13,43.274592,38.611995,226.314473,-1073.75,-10.77,EMA21
AAVEUSDT,—,20,2024-11-07,2024-11-13,183.54672,173.123395,54.121321,-583.43,-5.68,PARTIAL
AAVEUSDT,—,20,2024-11-07,2024-11-14,183.54672,157.892805,54.121321,-1406.9,-13.98,EMA21
PEPEUSDT,—,50,2024-11-13,2024-11-20,2.1e-05,1.9e-05,495417278.82719,-1048.11,-9.97,PARTIAL
BTCUSDT,—,43,2024-11-06,2024-11-25,75632.447592,92963.504995,0.129537,2223.17,22.91,PARTIAL
SOLUSDT,—,22,2024-11-06,2024-11-25,186.739272,234.06291,52.426816,2458.97,25.34,PARTIAL
DOGEUSDT,—,45,2024-11-12,2024-11-25,0.380154,0.392444,26993.609623,310.89,3.23,PARTIAL
SOLUSDT,—,22,2024-11-06,2024-12-02,186.739272,225.38142,52.426816,2004.28,20.69,EMA21
XRPUSDT,—,61,2024-11-22,2024-12-09,1.473778,2.211294,7362.916666,5403.13,50.04,PARTIAL
ADAUSDT,—,59,2024-12-02,2024-12-09,1.203162,1.002898,10181.627393,-2061.47,-16.64,PARTIAL
ADAUSDT,—,59,2024-12-02,2024-12-09,1.203162,1.001895,10181.627393,-2071.68,-16.73,EMA21
DOGEUSDT,—,45,2024-11-12,2024-12-10,0.380154,0.393329,26993.609623,334.77,3.47,EMA21
PEPEUSDT,—,50,2024-11-13,2024-12-17,2.1e-05,2.2e-05,495417278.82719,761.19,7.58,EMA21
AAVEUSDT,—,44,2024-12-11,2024-12-18,303.002208,339.560135,37.723463,1354.85,12.07,PARTIAL
LINKUSDT,—,63,2024-12-12,2024-12-18,29.153304,24.84757,404.172791,-1762.09,-14.77,PARTIAL
BTCUSDT,—,43,2024-11-06,2024-12-19,75632.447592,97315.66721,0.129537,2786.37,28.67,EMA21
LINKUSDT,—,63,2024-12-12,2024-12-19,29.153304,22.775785,404.172791,-2598.61,-21.88,EMA21
AAVEUSDT,—,44,2024-12-11,2024-12-21,303.002208,298.681305,37.723463,-185.7,-1.43,EMA21
XRPUSDT,—,61,2024-11-22,2024-12-22,1.473778,2.199795,7362.916666,5318.56,49.26,EMA21
ZENUSDT,—,48,2024-12-20,2024-12-27,26.140896,29.66516,419.187544,1453.93,13.48,PARTIAL
ZENUSDT,—,48,2024-12-20,2025-01-07,26.140896,24.00394,419.187544,-916.81,-8.17,EMA21
SUIUSDT,—,77,2025-01-03,2025-01-07,4.988287,4.782807,2220.029656,-477.86,-4.12,PARTIAL
