symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
TRXUSDT,—,38,2024-06-29,2024-07-17,0.12563,0.13338,159038.068518,1191.23,6.17,ATR
SOLUSDT,—,7,2024-07-21,2024-08-02,184.637592,152.540845,109.501142,-3551.55,-17.38,ATR
PAXGUSDT,—,47,2024-09-24,2024-10-09,2654.1216,2618.067,7.350238,-303.76,-1.36,ATR
PAXGUSDT,—,38,2024-10-22,2024-11-06,2762.208,2650.019,7.040648,-827.99,-4.06,ATR
ZECUSDT,—,33,2024-11-06,2024-11-13,43.274592,38.611995,445.420034,-2113.29,-10.77,ATR
AAVEUSDT,—,20,2024-11-07,2024-11-14,183.54672,157.892805,106.518688,-2768.99,-13.98,ATR
PEPEUSDT,—,50,2024-11-13,2024-11-14,2.1e-05,2.1e-05,958615548.798756,-238.76,-1.0,ATR
SOLUSDT,—,22,2024-11-06,2024-12-02,186.739272,225.38142,103.183654,3944.71,20.69,ATR
XRPUSDT,—,31,2024-11-16,2024-12-05,1.121797,2.241233,17620.535859,19665.81,99.79,ATR
ADAUSDT,—,59,2024-12-02,2024-12-09,1.203162,1.001895,21163.655442,-4306.21,-16.73,ATR
DASHUSDT,—,46,2024-12-05,2024-12-09,64.861848,47.10923,378.246245,-6757.21,-27.37,ATR
UNIUSDT,—,55,2024-12-06,2024-12-18,17.574048,14.78479,1406.081247,-3967.42,-15.87,ATR
BTCUSDT,—,43,2024-11-06,2024-12-19,75632.447592,97315.66721,0.254947,5483.99,28.67,ATR
AAVEUSDT,—,44,2024-12-11,2024-12-21,303.002208,298.681305,75.120859,-369.79,-1.43,ATR
ZENUSDT,—,48,2024-12-20,2024-12-27,26.140896,29.63548,861.121944,2961.23,13.37,ATR
SUIUSDT,—,61,2024-11-15,2025-01-23,3.613589,4.295847,5448.7669,3674.37,18.88,ATR
LTCUSDT,—,35,2025-01-17,2025-01-28,137.149632,109.75512,168.612462,-4660.69,-19.97,ATR
XRPUSDT,—,61,2025-01-15,2025-02-02,3.145414,2.57613,7284.752723,-4188.78,-18.1,ATR
DEXEUSDT,—,64,2025-02-03,2025-02-13,23.995181,17.624524,856.539794,-5492.37,-26.55,ATR
PAXGUSDT,—,49,2025-02-24,2025-02-27,2990.3904,2883.668,6.50599,-732.55,-3.57,ATR
ADAUSDT,—,18,2025-03-02,2025-03-03,1.135908,0.856513,16998.812031,-4783.25,-24.6,ATR
SUIUSDT,—,36,2025-05-08,2025-05-26,4.036727,3.484665,4608.669792,-2578.93,-13.68,ATR
BTCUSDT,—,29,2025-05-01,2025-05-30,96567.101928,103829.50178,0.190058,1342.19,7.52,ATR
AAVEUSDT,—,52,2025-06-10,2025-06-17,308.586672,266.16016,58.6749,-2523.09,-13.75,ATR
XRPUSDT,—,16,2025-07-16,2025-07-28,3.04043,3.118815,5864.142631,423.54,2.58,ATR
BTCUSDT,—,53,2025-07-09,2025-07-31,111322.977192,115590.43388,0.158118,638.88,3.83,ATR
BNBUSDT,—,48,2025-07-22,2025-07-31,787.309344,781.96529,23.260211,-160.81,-0.68,ATR
BCHUSDT,—,43,2025-07-20,2025-08-02,548.4384,519.4197,33.307996,-1002.12,-5.29,ATR
ETHUSDT,—,70,2025-08-08,2025-08-19,4012.7076,4069.476615,4.378125,213.16,1.41,ATR
BCHUSDT,—,51,2025-08-12,2025-08-19,619.29504,547.67725,29.480993,-2145.77,-11.56,ATR
TRXUSDT,—,39,2025-07-29,2025-08-25,0.338771,0.341187,53348.554296,92.65,0.71,ATR
PENDLEUSDT,—,16,2025-08-09,2025-08-27,5.675537,5.09235,3128.12259,-1857.96,-10.28,ATR
ETHUSDT,—,76,2025-08-22,2025-09-01,4835.935656,4308.02825,3.642762,-1956.35,-10.92,ATR
BNBUSDT,—,64,2025-08-22,2025-09-22,900.930168,991.41065,19.546278,1731.57,10.04,ATR
SOLUSDT,—,52,2025-09-10,2025-09-22,224.249256,220.04943,73.957959,-343.47,-1.87,ATR
ZECUSDT,—,47,2025-09-29,2025-10-07,72.117648,127.06911,236.937182,12972.85,76.2,ATR
BTCUSDT,—,45,2025-10-01,2025-10-10,118689.865992,112605.33825,0.163517,-1032.74,-5.13,ATR
BNBUSDT,—,71,2025-10-02,2025-10-10,1091.092176,1100.816295,18.296192,137.81,0.89,ATR
CAKEUSDT,—,51,2025-10-07,2025-10-10,4.371494,2.846724,4731.125869,-7248.03,-34.88,ATR
PAXGUSDT,—,50,2025-08-29,2025-10-16,3464.609472,4430.094875,4.715995,4515.99,27.87,ATR
PAXGUSDT,—,63,2025-10-16,2025-10-21,4440.2994,4092.162535,4.155042,-1481.98,-7.84,ATR
DASHUSDT,—,57,2025-11-01,2025-11-05,73.768968,104.073655,298.569144,8994.95,41.08,ATR
ZECUSDT,—,60,2025-10-09,2025-11-10,212.740056,521.346805,93.583484,28811.8,145.06,ATR
