date,long,short,combined,combined_half,btc_bh
2023-07-17,100000.00,91215.58,91215.58,93331.99,77236.19
2023-07-18,100000.00,91215.58,91215.58,93331.99,76521.51
2023-07-19,100000.00,91215.58,91215.58,93331.99,76649.85
2023-07-20,100000.00,91215.58,91215.58,93331.99,76369.98
2023-07-21,100000.00,91215.58,91215.58,93331.99,76630.66
2023-07-22,100000.00,91215.58,91215.58,93331.99,76354.60
2023-07-23,100000.00,91215.58,91215.58,93331.99,77097.16
2023-07-24,100000.00,91215.58,91215.58,93331.99,74772.10
2023-07-25,100000.00,91215.58,91215.58,93331.99,74906.41
2023-07-26,100000.00,91215.58,91215.58,93331.99,75221.76
2023-07-27,100000.00,91215.58,91215.58,93331.99,74890.71
2023-07-28,100000.00,91215.58,91215.58,93331.99,75124.84
2023-07-29,100000.00,91215.58,91215.58,93331.99,75224.17
2023-07-30,100000.00,91215.58,91215.58,93331.99,75040.14
2023-07-31,100000.00,91215.58,91215.58,93331.99,74914.97
2023-08-01,100000.00,91215.58,91215.58,93331.99,76129.05
2023-08-02,100000.00,91215.58,91215.58,93331.99,74796.47
2023-08-03,100000.00,91215.58,91215.58,93331.99,74816.03
2023-08-04,100000.00,91215.58,91215.58,93331.99,74611.90
2023-08-05,100000.00,91215.58,91215.58,93331.99,74504.63
2023-08-06,100000.00,91215.58,91215.58,93331.99,74546.37
2023-08-07,100000.00,91215.58,91215.58,93331.99,74860.67
2023-08-08,100000.00,91215.58,91215.58,93331.99,76294.17
2023-08-09,100000.00,91215.58,91215.58,93331.99,75811.27
2023-08-10,100000.00,91215.58,91215.58,93331.99,75487.75
2023-08-11,100000.00,91215.58,91215.58,93331.99,75411.58
2023-08-12,100000.00,91215.58,91215.58,93331.99,75422.19
2023-08-13,100000.00,91215.58,91215.58,93331.99,75098.44
2023-08-14,100000.00,91215.58,91215.58,93331.99,75424.14
2023-08-15,100000.00,91215.58,91215.58,93331.99,74832.33
2023-08-16,100000.00,91215.58,91215.58,93331.99,73629.14
2023-08-17,100000.00,91051.61,91051.61,93248.08,68229.17
2023-08-18,100000.00,88622.90,88622.90,92005.09,66769.91
2023-08-19,100000.00,87391.18,87391.18,91374.67,66887.82
2023-08-20,100000.00,86555.17,86555.17,90946.74,67118.42
2023-08-21,100000.00,89338.58,89338.58,92371.26,66956.79
2023-08-22,100000.00,90224.90,90224.90,92824.91,66775.04
2023-08-23,100000.00,88643.17,88643.17,92015.35,67740.48
2023-08-24,100000.00,90946.37,90946.37,93194.06,67092.95
2023-08-25,100000.00,91715.58,91715.58,93587.57,66785.31
2023-08-26,100000.00,92751.95,92751.95,94117.89,66676.04
2023-08-27,100000.00,90548.42,90548.42,92990.51,66892.33
2023-08-28,100000.00,90317.63,90317.63,92872.29,66939.05
2023-08-29,100000.00,88397.69,88397.69,91889.59,71030.07
2023-08-30,100000.00,89669.38,89669.38,92540.45,69963.07
2023-08-31,100000.00,91043.50,91043.50,93243.79,66479.76
2023-09-01,100000.00,92102.80,92102.80,93785.98,66131.91
2023-09-02,100000.00,91269.04,91269.04,93359.31,66297.11
2023-09-03,100000.00,90776.25,90776.25,93107.19,66557.74
2023-09-04,100000.00,91204.40,91204.40,93326.25,66185.66
2023-09-05,100000.00,91115.14,91115.14,93280.52,66098.73
2023-09-06,100000.00,90939.70,90939.70,93190.67,66016.33
2023-09-07,100000.00,90331.90,90331.90,92879.63,67285.02
2023-09-08,100000.00,90408.38,90408.38,92918.85,66402.16
2023-09-09,100000.00,89837.72,89837.72,92626.90,66379.37
2023-09-10,100000.00,90785.45,90785.45,93111.96,66225.61
2023-09-11,100000.00,93060.24,93060.24,94277.37,64485.27
2023-09-12,100000.00,93251.53,93251.53,94375.51,66221.74
2023-09-13,100000.00,92110.64,92110.64,93790.89,67200.45
2023-09-14,100000.00,91414.90,91414.90,93434.46,67971.15
2023-09-15,100000.00,89965.14,89965.14,92691.80,68169.17
2023-09-16,100000.00,89717.53,89717.53,92565.06,68065.82
2023-09-17,100000.00,90575.50,90575.50,93004.79,67983.40
2023-09-18,100000.00,90549.31,90549.31,92991.46,68585.65
2023-09-19,100000.00,89792.68,89792.68,92603.68,69733.12
2023-09-20,100000.00,90168.92,90168.92,92796.52,69514.62
2023-09-21,100000.00,90847.49,90847.49,93144.21,68087.37
2023-09-22,100000.00,90709.10,90709.10,93073.31,68118.28
2023-09-23,100000.00,90525.68,90525.68,92979.36,68107.56
2023-09-24,100000.00,90862.66,90862.66,93152.05,67268.06
2023-09-25,100000.00,90317.13,90317.13,92872.52,67412.67
2023-09-26,100000.00,90234.07,90234.07,92829.84,67199.61
2023-09-27,100000.00,90410.56,90410.56,92920.28,67587.40
2023-09-28,100000.00,89659.74,89659.74,92535.67,69249.09
2023-09-29,100000.00,89752.90,89752.90,92583.43,68955.84
2023-09-30,100000.00,89683.06,89683.06,92547.62,69098.32
2023-10-01,100000.00,89172.64,89172.64,92285.92,71737.98
2023-10-02,100000.00,89172.64,89172.64,92285.92,70461.58
2023-10-03,100000.00,89172.64,89172.64,92285.92,70287.18
2023-10-04,100000.00,89172.64,89172.64,92285.92,71189.55
2023-10-05,100000.00,89172.64,89172.64,92285.92,70246.00
2023-10-06,100000.00,89172.64,89172.64,92285.92,71580.43
2023-10-07,100000.00,89172.64,89172.64,92285.92,71645.98
2023-10-08,100000.00,89172.64,89172.64,92285.92,71544.44
2023-10-09,100000.00,89044.38,89044.38,92219.53,70706.60
2023-10-10,100000.00,89240.31,89240.31,92320.95,70194.05
2023-10-11,100000.00,90307.60,90307.60,92856.66,68875.26
2023-10-12,100000.00,90984.84,90984.84,93371.03,68578.27
2023-10-13,100000.00,90369.97,90369.97,93091.68,68840.61
2023-10-14,100000.00,89507.43,89507.43,92509.26,68816.22
2023-10-15,100000.00,89249.86,89249.86,92122.14,69589.32
2023-10-16,100000.00,88779.15,88779.15,91814.65,73040.40
2023-10-17,100000.00,90063.78,90063.78,92678.09,72771.64
2023-10-18,100000.00,90533.84,90533.84,93078.23,72577.10
2023-10-19,100000.00,90607.67,90607.67,93156.73,73586.09
2023-10-20,100000.00,89707.50,89707.50,92660.23,76034.36
2023-10-21,100000.00,87719.08,87719.08,91392.20,76651.37
2023-10-22,100000.00,87570.01,87570.01,91313.63,76863.20
2023-10-23,100000.00,87570.01,87570.01,91027.56,84750.15
2023-10-24,100000.00,87570.01,87570.01,91027.56,86935.51
2023-10-25,100000.00,87570.01,87570.01,91027.56,88404.78
2023-10-26,100000.00,87570.01,87570.01,91027.56,87522.20
2023-10-27,100000.00,87570.01,87570.01,91027.56,86856.80
2023-10-28,100000.00,87570.01,87570.01,91027.56,87341.11
2023-10-29,100000.00,87570.01,87570.01,91027.56,88481.25
2023-10-30,100000.00,87570.01,87570.01,91027.56,88350.14
2023-10-31,100000.00,87570.01,87570.01,91027.56,88773.10
2023-11-01,100000.00,87570.01,87570.01,91027.56,90776.30
2023-11-02,100000.00,87570.01,87570.01,91027.56,89546.59
2023-11-03,100000.00,87570.01,87570.01,91027.56,88970.46
2023-11-04,100000.00,87570.01,87570.01,91027.56,89855.35
2023-11-05,100000.00,87570.01,87570.01,91027.56,89726.73
2023-11-06,100000.00,87570.01,87570.01,91027.56,89814.40
2023-11-07,100000.00,87570.01,87570.01,91027.56,90719.13
2023-11-08,100000.00,87570.01,87570.01,91027.56,91297.28
2023-11-09,100000.00,87570.01,87570.01,91027.56,94055.75
2023-11-10,100000.00,87570.01,87570.01,91027.56,95594.79
2023-11-11,100000.00,87570.01,87570.01,91027.56,95154.94
2023-11-12,100000.00,87570.01,87570.01,91027.56,94986.13
2023-11-13,100000.00,87570.01,87570.01,91027.56,93445.41
2023-11-14,100000.00,87570.01,87570.01,91027.56,91108.84
2023-11-15,100000.00,87570.01,87570.01,91027.56,97021.14
2023-11-16,100000.00,87570.01,87570.01,91027.56,92678.07
2023-11-17,100000.00,87570.01,87570.01,91027.56,93832.36
2023-11-18,100000.00,87570.01,87570.01,91027.56,93714.93
2023-11-19,100000.00,87570.01,87570.01,91027.56,95744.01
2023-11-20,100000.00,87570.01,87570.01,91027.56,95971.89
2023-11-21,100000.00,87570.01,87570.01,91027.56,91596.94
2023-11-22,100000.00,87570.01,87570.01,91027.56,95868.26
2023-11-23,100000.00,87570.01,87570.01,91027.56,95575.95
2023-11-24,100000.00,87570.01,87570.01,91027.56,96650.48
2023-11-25,100000.00,87570.01,87570.01,91027.56,96822.45
2023-11-26,100000.00,87570.01,87570.01,91027.56,95968.43
2023-11-27,100000.00,87570.01,87570.01,91027.56,95443.76
2023-11-28,100000.00,87570.01,87570.01,91027.56,96920.34
2023-11-29,100000.00,87570.01,87570.01,91027.56,97012.01
2023-11-30,100000.00,87570.01,87570.01,91027.56,96677.11
2023-12-01,100000.00,87570.01,87570.01,91027.56,99133.66
2023-12-02,100000.00,87570.01,87570.01,91027.56,101101.42
2023-12-03,100000.00,87570.01,87570.01,91027.56,102438.94
2023-12-04,100000.00,87570.01,87570.01,91027.56,107612.73
2023-12-05,100000.00,87570.01,87570.01,91027.56,112948.94
2023-12-06,100000.00,87570.01,87570.01,91027.56,112152.87
2023-12-07,100000.00,87570.01,87570.01,91027.56,110898.28
2023-12-08,100000.00,87570.01,87570.01,91027.56,113199.24
2023-12-09,100000.00,87570.01,87570.01,91027.56,112027.07
2023-12-10,100000.00,87570.01,87570.01,91027.56,112221.61
2023-12-11,100000.00,87570.01,87570.01,91027.56,105722.19
2023-12-12,100000.00,87570.01,87570.01,91027.56,106334.66
2023-12-13,100000.00,87570.01,87570.01,91027.56,109862.64
2023-12-14,100000.00,87570.01,87570.01,91027.56,110255.33
2023-12-15,100000.00,87570.01,87570.01,91027.56,107482.54
2023-12-16,100000.00,87570.01,87570.01,91027.56,108348.06
2023-12-17,100000.00,87570.01,87570.01,91027.56,106032.92
2023-12-18,100000.00,87570.01,87570.01,91027.56,109321.31
2023-12-19,100000.00,87570.01,87570.01,91027.56,108342.83
2023-12-20,100000.00,87570.01,87570.01,91027.56,111912.59
2023-12-21,100000.00,87570.01,87570.01,91027.56,112406.87
2023-12-22,100000.00,87570.01,87570.01,91027.56,112681.70
2023-12-23,100000.00,87570.01,87570.01,91027.56,111997.75
2023-12-24,100000.00,87570.01,87570.01,91027.56,110176.50
2023-12-25,100000.00,87570.01,87570.01,91027.56,111674.77
2023-12-26,100000.00,87570.01,87570.01,91027.56,108939.80
2023-12-27,100000.00,87570.01,87570.01,91027.56,111297.32
2023-12-28,100000.00,87570.01,87570.01,91027.56,109080.31
2023-12-29,100000.00,87570.01,87570.01,91027.56,107807.11
2023-12-30,100000.00,87570.01,87570.01,91027.56,107995.04
2023-12-31,100000.00,87570.01,87570.01,91027.56,108362.28
2024-01-01,100000.00,87570.01,87570.01,91027.56,113221.18
2024-01-02,100000.00,87570.01,87570.01,91027.56,115187.73
2024-01-03,100000.00,87570.01,87570.01,91027.56,109801.65
2024-01-04,100000.00,87570.01,87570.01,91027.56,113148.27
2024-01-05,100000.00,87570.01,87570.01,91027.56,113132.92
2024-01-06,100000.00,87570.01,87570.01,91027.56,112679.85
2024-01-07,100000.00,87570.01,87570.01,91027.56,112579.13
2024-01-08,100000.00,87570.01,87570.01,91027.56,120323.82
2024-01-09,100000.00,87570.01,87570.01,91027.56,118168.44
2024-01-10,100000.00,87570.01,87570.01,91027.56,119562.55
2024-01-11,100000.00,87570.01,87570.01,91027.56,118755.72
2024-01-12,100000.00,87570.01,87570.01,91027.56,109641.48
2024-01-13,100000.00,87570.01,87570.01,91027.56,109808.72
2024-01-14,100000.00,87570.01,87570.01,91027.56,106949.62
2024-01-15,100000.00,87570.01,87570.01,91027.56,108945.36
2024-01-16,100000.00,87570.01,87570.01,91027.56,110551.82
2024-01-17,100000.00,87570.01,87570.01,91027.56,109624.49
2024-01-18,100000.00,87570.01,87570.01,91027.56,105912.09
2024-01-19,100000.00,87570.01,87570.01,91027.56,106761.72
2024-01-20,100000.00,87570.01,87570.01,91027.56,106856.56
2024-01-21,100000.00,87570.01,87570.01,91027.56,106560.03
2024-01-22,100000.00,87570.01,87570.01,91027.56,101402.98
2024-01-23,100000.00,87570.01,87570.01,91027.56,102247.61
2024-01-24,100000.00,87570.01,87570.01,91027.56,102727.56
2024-01-25,100000.00,87570.01,87570.01,91027.56,102410.32
2024-01-26,100000.00,87570.01,87570.01,91027.56,107183.24
2024-01-27,100000.00,87570.01,87570.01,91027.56,107944.68
2024-01-28,100000.00,87570.01,87570.01,91027.56,107715.14
2024-01-29,100000.00,87570.01,87570.01,91027.56,110974.03
2024-01-30,100000.00,87570.01,87570.01,91027.56,110047.34
2024-01-31,100000.00,87570.01,87570.01,91027.56,109121.93
2024-02-01,100000.00,87570.01,87570.01,91027.56,110410.84
2024-02-02,100000.00,87570.01,87570.01,91027.56,110710.84
2024-02-03,100000.00,87570.01,87570.01,91027.56,110226.71
2024-02-04,100000.00,87570.01,87570.01,91027.56,109129.31
2024-02-05,100000.00,87570.01,87570.01,91027.56,109451.76
2024-02-06,100000.00,87570.01,87570.01,91027.56,110451.87
2024-02-07,100000.00,87570.01,87570.01,91027.56,113656.98
2024-02-08,100000.00,87570.01,87570.01,91027.56,116063.53
2024-02-09,100000.00,87570.01,87570.01,91027.56,120789.55
2024-02-10,100000.00,87570.01,87570.01,91027.56,122374.15
2024-02-11,100000.00,87570.01,87570.01,91027.56,123780.84
2024-02-12,100000.00,87570.01,87570.01,91027.56,127925.53
2024-02-13,100000.00,87570.01,87570.01,91027.56,127367.67
2024-02-14,100000.00,87570.01,87570.01,91027.56,132738.12
2024-02-15,100000.00,87570.01,87570.01,91027.56,132955.52
2024-02-16,100000.00,87570.01,87570.01,91027.56,133581.11
2024-02-17,100000.00,87570.01,87570.01,91027.56,132347.22
2024-02-18,100000.00,87570.01,87570.01,91027.56,133615.86
2024-02-19,100000.00,87570.01,87570.01,91027.56,132685.73
2024-02-20,100000.00,87570.01,87570.01,91027.56,133926.34
2024-02-21,100000.00,87570.01,87570.01,91027.56,132877.07
2024-02-22,100000.00,87570.01,87570.01,91027.56,131439.44
2024-02-23,100000.00,87570.01,87570.01,91027.56,130044.61
2024-02-24,100000.00,87570.01,87570.01,91027.56,132156.50
2024-02-25,100000.00,87570.01,87570.01,91027.56,132568.16
2024-02-26,100000.00,87570.01,87570.01,91027.56,139609.62
2024-02-27,100000.00,87570.01,87570.01,91027.56,146172.49
2024-02-28,100000.00,87570.01,87570.01,91027.56,159997.92
2024-02-29,100000.00,87570.01,87570.01,91027.56,156663.47
2024-03-01,100000.00,87570.01,87570.01,91027.56,159884.65
2024-03-02,100000.00,87570.01,87570.01,91027.56,158857.96
2024-03-03,100000.00,87570.01,87570.01,91027.56,161745.38
2024-03-04,100000.00,87570.01,87570.01,91027.56,174896.75
2024-03-05,100000.00,87570.01,87570.01,91027.56,163308.76
2024-03-06,100000.00,87570.01,87570.01,91027.56,169331.30
2024-03-07,100000.00,87570.01,87570.01,91027.56,171251.14
2024-03-08,100000.00,87570.01,87570.01,91027.56,174585.33
2024-03-09,100000.00,87570.01,87570.01,91027.56,175069.89
2024-03-10,100000.00,87570.01,87570.01,91027.56,176716.74
2024-03-11,100000.00,87570.01,87570.01,91027.56,184718.21
2024-03-12,100000.00,87570.01,87570.01,91027.56,183113.70
2024-03-13,100000.00,87570.01,87570.01,91027.56,187266.38
2024-03-14,100000.00,87570.01,87570.01,91027.56,182952.07
2024-03-15,100000.00,87570.01,87570.01,91027.56,178110.80
2024-03-16,100000.00,87570.01,87570.01,91027.56,167349.25
2024-03-17,100000.00,87570.01,87570.01,91027.56,175275.45
2024-03-18,100000.00,87570.01,87570.01,91027.56,173267.56
2024-03-19,100000.00,87570.01,87570.01,91027.56,158730.13
2024-03-20,100000.00,87570.01,87570.01,91027.56,173858.33
2024-03-21,100000.00,87570.01,87570.01,91027.56,167863.44
2024-03-22,100000.00,87570.01,87570.01,91027.56,163494.90
2024-03-23,100000.00,87570.01,87570.01,91027.56,163990.45
2024-03-24,100000.00,87570.01,87570.01,91027.56,172242.46
2024-03-25,100000.00,87570.01,87570.01,91027.56,179085.06
2024-03-26,100000.00,87570.01,87570.01,91027.56,179361.81
2024-03-27,100000.00,87570.01,87570.01,91027.56,178034.28
2024-03-28,100000.00,87570.01,87570.01,91027.56,181393.04
2024-03-29,100000.00,87570.01,87570.01,91027.56,179009.53
2024-03-30,100000.00,87570.01,87570.01,91027.56,178321.79
2024-03-31,100000.00,87570.01,87570.01,91027.56,182672.91
2024-04-01,100000.00,87570.01,87570.01,91027.56,178495.09
2024-04-02,100000.00,87570.01,87570.01,91027.56,167767.90
2024-04-03,100000.00,87570.01,87570.01,91027.56,169047.45
2024-04-04,100000.00,87570.01,87570.01,91027.56,175517.14
2024-04-05,100000.00,87570.01,87570.01,91027.56,173807.35
2024-04-06,100000.00,87570.01,87570.01,91027.56,176563.28
2024-04-07,100000.00,87570.01,87570.01,91027.56,177753.40
2024-04-08,100000.00,87570.01,87570.01,91027.56,183544.22
2024-04-09,100000.00,87570.01,87570.01,91027.56,177203.97
2024-04-10,100000.00,87570.01,87570.01,91027.56,181009.86
2024-04-11,100000.00,87570.01,87570.01,91027.56,179408.53
2024-04-12,100000.00,87570.01,87570.01,91027.56,172002.92
2024-04-13,100000.00,87570.01,87570.01,91027.56,163822.59
2024-04-14,100000.00,87570.01,87570.01,91027.56,168274.94
2024-04-15,100000.00,87570.01,87570.01,91027.56,162529.64
2024-04-16,100000.00,87570.01,87570.01,91027.56,163486.57
2024-04-17,100000.00,87570.01,87570.01,91027.56,157038.63
2024-04-18,100000.00,87570.01,87570.01,91027.56,162658.00
2024-04-19,100000.00,87570.01,87570.01,91027.56,163549.66
2024-04-20,100000.00,87570.01,87570.01,91027.56,166426.55
2024-04-21,100000.00,87570.01,87570.01,91027.56,166427.99
2024-04-22,100000.00,87570.01,87570.01,91027.56,171241.27
2024-04-23,100000.00,87570.01,87570.01,91027.56,170202.54
2024-04-24,100000.00,87570.01,87570.01,91027.56,164758.20
2024-04-25,100000.00,87570.01,87570.01,91027.56,165293.18
2024-04-26,100000.00,87570.01,87570.01,91027.56,163426.65
2024-04-27,100000.00,87570.01,87570.01,91027.56,162637.24
2024-04-28,100000.00,87570.01,87570.01,91027.56,161757.30
2024-04-29,100000.00,87570.01,87570.01,91027.56,163672.65
2024-04-30,100000.00,87570.01,87570.01,91027.56,155487.22
2024-05-01,100000.00,87570.01,87570.01,91027.56,149574.88
2024-05-02,100000.00,87570.01,87570.01,91027.56,151357.63
2024-05-03,100000.00,87570.01,87570.01,91027.56,161150.93
2024-05-04,100000.00,87570.01,87570.01,91027.56,163739.38
2024-05-05,100000.00,87570.01,87570.01,91027.56,164046.81
2024-05-06,100000.00,87570.01,87570.01,91027.56,161876.65
2024-05-07,100000.00,87570.01,87570.01,91027.56,159690.34
2024-05-08,100000.00,87570.01,87570.01,91027.56,156822.49
2024-05-09,100000.00,87570.01,87570.01,91027.56,161642.97
2024-05-10,100000.00,87570.01,87570.01,91027.56,155815.23
2024-05-11,100000.00,87570.01,87570.01,91027.56,155881.86
2024-05-12,100000.00,87570.01,87570.01,91027.56,157568.15
2024-05-13,100000.00,87570.01,87570.01,91027.56,161299.75
2024-05-14,100000.00,87570.01,87570.01,91027.56,157807.77
2024-05-15,100000.00,87570.01,87570.01,91027.56,169670.77
2024-05-16,100000.00,87570.01,87570.01,91027.56,167181.59
2024-05-17,100000.00,87570.01,87570.01,91027.56,171765.81
2024-05-18,100000.00,87570.01,87570.01,91027.56,171486.99
2024-05-19,100000.00,87570.01,87570.01,91027.56,169843.78
2024-05-20,100000.00,87570.01,87570.01,91027.56,183099.89
2024-05-21,100000.00,87570.01,87570.01,91027.56,179772.72
2024-05-22,100000.00,87570.01,87570.01,91027.56,177256.82
2024-05-23,100000.00,87570.01,87570.01,91027.56,174189.28
2024-05-24,100000.00,87570.01,87570.01,91027.56,175676.55
2024-05-25,100000.00,87570.01,87570.01,91027.56,177574.47
2024-05-26,100000.00,87570.01,87570.01,91027.56,175568.09
2024-05-27,100000.00,87570.01,87570.01,91027.56,177948.27
2024-05-28,100000.00,87570.01,87570.01,91027.56,175288.03
2024-05-29,100000.00,87570.01,87570.01,91027.56,173376.30
2024-05-30,100000.00,87570.01,87570.01,91027.56,175169.58
2024-05-31,100000.00,87570.01,87570.01,91027.56,173088.22
2024-06-01,100000.00,87570.01,87570.01,91027.56,173669.55
2024-06-02,100000.00,87570.01,87570.01,91027.56,173666.43
2024-06-03,100000.00,87570.01,87570.01,91027.56,176342.63
2024-06-04,100000.00,87570.01,87570.01,91027.56,180770.91
2024-06-05,100000.00,87570.01,87570.01,91027.56,182232.09
2024-06-06,100000.00,87570.01,87570.01,91027.56,181440.35
2024-06-07,100000.00,87570.01,87570.01,91027.56,177741.12
2024-06-08,100000.00,87570.01,87570.01,91027.56,177625.44
2024-06-09,100000.00,87570.01,87570.01,91027.56,178490.83
2024-06-10,100000.00,87570.01,87570.01,91027.56,178213.70
2024-06-11,100000.00,87570.01,87570.01,91027.56,172509.63
2024-06-12,100000.00,87570.01,87570.01,91027.56,174943.60
2024-06-13,100000.00,87570.01,87570.01,91027.56,171122.59
2024-06-14,100000.00,87570.01,87570.01,91027.56,169254.29
2024-06-15,100000.00,87570.01,87570.01,91027.56,169726.51
2024-06-16,100000.00,87570.01,87570.01,91027.56,170876.21
2024-06-17,100000.00,87570.01,87570.01,91027.56,170434.03
2024-06-18,100000.00,87570.01,87570.01,91027.56,167028.11
2024-06-19,100000.00,87570.01,87570.01,91027.56,166513.12
2024-06-20,100000.00,87570.01,87570.01,91027.56,166245.62
2024-06-21,100000.00,87570.01,87570.01,91027.56,164383.96
2024-06-22,100000.00,87570.01,87570.01,91027.56,164687.52
2024-06-23,100000.00,87570.01,87570.01,91027.56,161991.51
2024-06-24,100000.00,87570.01,87570.01,91027.56,154516.71
2024-06-25,100000.00,87570.01,87570.01,91027.56,158393.41
2024-06-26,100000.00,87570.01,87570.01,91027.56,155981.81
2024-06-27,100000.00,87570.01,87570.01,91027.56,158138.31
2024-06-28,100000.00,87570.01,87570.01,91027.56,154861.50
2024-06-29,100000.00,87570.01,87570.01,91027.56,156293.67
2024-06-30,100000.00,87570.01,87570.01,91027.56,160869.02
2024-07-01,100000.00,87570.01,87570.01,91027.56,161197.00
2024-07-02,100000.00,87570.01,87570.01,91027.56,159237.73
2024-07-03,100000.00,87570.01,87570.01,91027.56,154299.59
2024-07-04,100000.00,87412.60,87412.60,90945.72,146204.96
2024-07-05,100000.00,89794.67,89794.67,92184.28,145125.48
2024-07-06,100000.00,81111.86,81111.86,87669.82,149229.32
2024-07-07,100000.00,87021.33,87021.33,90742.44,143149.65
2024-07-08,100000.00,83899.20,83899.20,89119.20,145345.44
2024-07-09,100000.00,80984.76,80984.76,87604.14,148767.69
2024-07-10,100000.00,79800.38,79800.38,86988.35,147936.97
2024-07-11,100000.00,80750.15,80750.15,87482.11,146947.85
2024-07-12,100000.00,79320.08,79320.08,86738.60,148355.34
2024-07-13,100000.00,77954.96,77954.96,86028.73,151725.15
2024-07-14,100000.00,77255.52,77255.52,85665.11,155809.90
2024-07-15,100000.00,75945.39,75945.39,84983.86,165871.85
2024-07-16,100000.00,75810.47,75810.47,84913.71,166691.54
2024-07-17,100000.00,75810.47,75810.47,84913.71,164241.55
2024-07-18,100000.00,75810.47,75810.47,84913.71,163985.10
2024-07-19,100000.00,75810.47,75810.47,84913.71,170832.97
2024-07-20,100000.00,75810.47,75810.47,84913.71,172062.99
2024-07-21,100000.00,75810.47,75810.47,84913.71,174690.78
2024-07-22,100000.00,75810.47,75810.47,84913.71,173067.72
2024-07-23,100000.00,75810.47,75810.47,84913.71,168977.57
2024-07-24,100000.00,75810.47,75810.47,84913.71,167542.40
2024-07-25,100000.00,75810.47,75810.47,84913.71,168628.88
2024-07-26,100000.00,75810.47,75810.47,84913.71,174031.26
2024-07-27,100000.00,75810.47,75810.47,84913.71,174001.81
2024-07-28,100000.00,75810.47,75810.47,84913.71,174907.44
2024-07-29,100000.00,75810.47,75810.47,84913.71,171152.52
2024-07-30,100000.00,75810.47,75810.47,84913.71,169623.36
2024-07-31,100000.00,75810.47,75810.47,84913.71,165625.46
2024-08-01,100000.00,75810.47,75810.47,84913.71,167486.07
2024-08-02,100000.00,75810.47,75810.47,84913.71,157604.90
2024-08-03,100000.00,75755.93,75755.93,84883.16,155553.83
2024-08-04,100000.00,77408.36,77408.36,85808.83,149052.15
2024-08-05,100000.00,81912.36,81912.36,88306.61,138436.75
2024-08-06,100000.00,78334.33,78334.33,85973.10,143570.46
2024-08-07,100000.00,80916.19,80916.19,87831.57,141295.12
2024-08-08,100000.00,74368.89,74368.89,83266.61,158085.82
2024-08-09,100000.00,75887.07,75887.07,84108.63,155912.61
2024-08-10,100000.00,75279.40,75279.40,83589.88,156131.78
2024-08-11,100000.00,77682.98,77682.98,85207.58,150465.74
2024-08-12,100000.00,76228.65,76228.65,84011.52,152090.65
2024-08-13,100000.00,76278.92,76278.92,83969.77,155269.77
2024-08-14,100000.00,76958.63,76958.63,84403.63,150390.91
2024-08-15,100000.00,78430.74,78430.74,85404.21,147463.40
2024-08-16,100000.00,78417.42,78417.42,85318.21,150880.93
2024-08-17,100000.00,77290.21,77290.21,84508.97,152463.15
2024-08-18,100000.00,77187.27,77187.27,84304.22,149734.74
2024-08-19,100000.00,76774.95,76774.95,84076.64,152326.07
2024-08-20,100000.00,76457.72,76457.72,83901.17,151237.67
2024-08-21,100000.00,75634.61,75634.61,83449.18,156727.67
2024-08-22,100000.00,75443.81,75443.81,83342.58,154728.24
2024-08-23,100000.00,73486.54,73486.54,82248.45,164111.49
2024-08-24,100000.00,73486.54,73486.54,82248.45,164418.43
2024-08-25,100000.00,73486.54,73486.54,82248.45,164579.86
2024-08-26,100000.00,73486.54,73486.54,82248.45,161027.89
2024-08-27,100000.00,73486.54,73486.54,82248.45,152265.84
2024-08-28,100000.00,73486.54,73486.54,82248.45,151291.74
2024-08-29,100000.00,73486.54,73486.54,82248.45,152122.35
2024-08-30,100000.00,73486.54,73486.54,82248.45,151520.06
2024-08-31,100000.00,73486.54,73486.54,82248.45,151135.64
2024-09-01,100000.00,73486.54,73486.54,82248.45,146850.39
2024-09-02,100000.00,73486.54,73486.54,82248.45,151540.92
2024-09-03,100000.00,73486.54,73486.54,82248.45,147326.73
2024-09-04,100000.00,73486.54,73486.54,82248.45,148564.97
2024-09-05,100000.00,73486.54,73486.54,82248.45,143975.34
2024-09-06,100000.00,73460.10,73460.10,82233.65,138293.65
2024-09-07,100000.00,73633.64,73633.64,82330.77,138800.79
2024-09-08,100000.00,73087.49,73087.49,82025.13,140618.01
2024-09-09,100000.00,71947.82,71947.82,81387.35,146184.44
2024-09-10,100000.00,71864.55,71864.55,81340.76,147706.68
2024-09-11,100000.00,71806.99,71806.99,81308.54,146943.01
2024-09-12,100000.00,71834.44,71834.44,81323.91,148978.65
2024-09-13,100000.00,71707.68,71707.68,81252.97,155041.30
2024-09-14,100000.00,71640.23,71640.23,81215.22,153747.19
2024-09-15,100000.00,71995.90,71995.90,81414.26,151540.58
2024-09-16,100000.00,72171.64,72171.64,81512.61,149187.95
2024-09-17,100000.00,71732.48,71732.48,81266.85,154569.73
2024-09-18,100000.00,71347.19,71347.19,81051.23,158275.47
2024-09-19,100000.00,71347.19,71347.19,81051.23,161320.02
2024-09-20,100000.00,71347.19,71347.19,81051.23,161968.55
2024-09-21,100000.00,71347.19,71347.19,81051.23,162347.60
2024-09-22,100000.00,71347.19,71347.19,81051.23,162936.52
2024-09-23,100000.00,71347.19,71347.19,81051.23,162324.61
2024-09-24,100000.00,71347.19,71347.19,81051.23,164689.29
