symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
LLY,XLV,68,2025-11-13,2025-12-03,1023.69,1032.01,24.6015,202.72,0.81,ATR
WELL,—,61,2025-11-14,2025-12-09,193.98,195.51,130.404,197.68,0.79,ATR
VTR,—,58,2025-11-13,2025-12-10,77.3,77.61,325.7371,99.5,0.4,ATR
AMAT,SMH,84,2025-12-10,2025-12-17,275.37,247.9,99.9527,-2747.95,-9.98,ATR
WBD,—,72,2025-10-21,2025-12-18,20.35,27.57,1305.9704,9430.14,35.5,ATR
GM,—,73,2025-12-09,2026-01-20,77.22,77.69,349.5231,162.82,0.61,ATR
DG,—,62,2025-12-17,2026-01-29,137.08,141.57,190.4537,852.71,3.27,ATR
NEM,—,71,2026-01-20,2026-01-30,119.04,112.18,227.2791,-1559.7,-5.76,ATR
STLD,—,70,2025-12-18,2026-02-19,174.72,190.29,149.4407,2325.46,8.91,ATR
LUV,—,83,2026-01-29,2026-02-25,48.54,49.82,582.3847,741.34,2.63,ATR
AMAT,SMH,79,2026-02-25,2026-03-03,395.27,350.79,79.0649,-3518.25,-11.25,ATR
TER,—,84,2025-12-03,2026-03-06,195.24,272.64,133.5183,10332.9,39.65,ATR
FDX,—,74,2026-01-30,2026-03-06,259.7,288.74,104.4219,3030.27,11.18,ATR
LMT,XLI,78,2026-02-19,2026-03-16,667.04,644.23,46.4557,-1061.7,-3.42,ATR
LNT,—,64,2026-03-16,2026-03-20,73.09,68.61,387.5302,-1738.71,-6.13,ATR
EQT,—,63,2026-03-11,2026-04-01,63.88,61.0,439.9463,-1270.23,-4.51,ATR
VZ,XLC,73,2026-03-03,2026-04-06,50.91,49.08,583.4768,-1072.34,-3.6,ATR
GLW,—,70,2026-04-08,2026-04-28,165.23,152.82,167.5494,-2081.57,-7.51,ATR
TER,—,74,2026-04-08,2026-04-29,358.58,305.87,77.2197,-4071.95,-14.7,ATR
EQIX,—,76,2026-04-08,2026-05-07,1018.47,1065.16,27.1915,1267.45,4.58,ATR
QSR,—,55,2026-03-06,2026-05-13,74.04,76.33,385.192,878.61,3.09,ATR
WST,—,64,2026-05-07,2026-05-13,322.27,301.95,84.3952,-1717.01,-6.31,ATR
EBAY,—,71,2026-05-13,2026-05-29,113.1,109.11,243.4672,-974.48,-3.53,ATR
NUE,—,57,2026-04-28,2026-06-03,225.29,257.6,124.17,4010.06,14.34,EOD
STM,—,73,2026-04-29,2026-06-03,52.71,79.67,509.606,13735.96,51.14,EOD
MRVL,SMH,76,2026-05-13,2026-06-03,178.09,301.5,154.6436,19082.08,69.29,EOD
FTNT,IGV,78,2026-05-29,2026-06-03,138.08,146.41,211.6152,1759.99,6.03,EOD
